"family","genus","species","latitude","insular_endemic","maximum_svl","hatchling_neonate_svl","activity_time","diet","foraging_mode","reproductive_mode","largest_clutch","age_first_breeding","iucn_redlist_assessment"
"Chamaeleonidae","Rhampholeon","Rhampholeon spinosus",-4.8,"no",51,NA,"Diurnal","Carnivorous",NA,"Oviparous",4,NA,"EN"
"Chamaeleonidae","Rhampholeon","Rhampholeon temporalis",-5.03,"no",50,22,"Diurnal","Carnivorous",NA,"Oviparous",8,NA,"EN"
"Chamaeleonidae","Rhampholeon","Rhampholeon tilburyi",-15.41,"no",69.7,NA,"Diurnal","Carnivorous",NA,"Oviparous",7,NA,"CR"
"Chamaeleonidae","Rhampholeon","Rhampholeon uluguruensis",-7.03,"no",50,NA,"Diurnal","Carnivorous",NA,"Oviparous",4,NA,"LC"
"Chamaeleonidae","Rhampholeon","Rhampholeon viridis",-3.99,"no",47,NA,NA,NA,NA,"Oviparous",8,NA,"EN"
"Rhineuridae","Rhineura","Rhineura floridana",28.99,"no",380,85,NA,"Carnivorous",NA,"Oviparous",3,NA,"LC"
"Gekkonidae","Rhinogekko","Rhinogekko femoralis",28.98,"no",62,NA,"Nocturnal",NA,NA,"Oviparous",NA,NA,"NE"
"Gekkonidae","Rhinogekko","Rhinogekko misonnei",30.25,"no",81,NA,"Nocturnal","Carnivorous",NA,NA,NA,NA,"LC"
"Gekkonidae","Rhoptropella","Rhoptropella ocellata",-29.2,"no",46,NA,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Rhoptropus","Rhoptropus afer",-20.16,"no",55,NA,"Diurnal","Carnivorous","Sit and Wait","Oviparous",2,NA,"NE"
"Gekkonidae","Rhoptropus","Rhoptropus barnardi",-17.59,"no",49,17.5,"Diurnal","Carnivorous","Sit and Wait","Oviparous",2,NA,"NE"
"Gekkonidae","Rhoptropus","Rhoptropus biporosus",-18.04,"no",55,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Rhoptropus","Rhoptropus boultoni",-18.8,"no",74,NA,"Diurnal","Carnivorous","Sit and Wait","Oviparous",2,NA,"NE"
"Gekkonidae","Rhoptropus","Rhoptropus bradfieldi",-22.46,"no",70,NA,"Diurnal","Carnivorous","Sit and Wait","Oviparous",2,NA,"NE"
"Gekkonidae","Rhoptropus","Rhoptropus diporus",-20.92,"no",58,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Rhoptropus","Rhoptropus taeniostictus",-15.8,"no",65,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Diplodactylidae","Rhynchoedura","Rhynchoedura angusta",-29.26,"no",51,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Diplodactylidae","Rhynchoedura","Rhynchoedura eyrensis",-28.6,"no",51,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Diplodactylidae","Rhynchoedura","Rhynchoedura mentalis",-23.98,"no",50,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Diplodactylidae","Rhynchoedura","Rhynchoedura ormsbyi",-29.93,"no",50,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Diplodactylidae","Rhynchoedura","Rhynchoedura ornata",-24.85,"no",57,24,"Nocturnal","Carnivorous","Sit and Wait","Oviparous",2,10,"LC"
"Diplodactylidae","Rhynchoedura","Rhynchoedura sexapora",-15.28,"no",48.5,NA,"Nocturnal",NA,NA,NA,NA,NA,"LC"
"Gymnophthalmidae","Riama","Riama anatoloros",-1.67,"no",63,NA,NA,NA,NA,NA,NA,NA,"VU"
"Gymnophthalmidae","Riama","Riama balneator",-1.51,"no",64.6,NA,NA,NA,NA,NA,NA,NA,"EN"
"Gymnophthalmidae","Riama","Riama cashcaensis",-1.58,"no",73,NA,NA,"Omnivorous",NA,"Oviparous",2,NA,"NE"
"Gymnophthalmidae","Riama","Riama colomaromani",0.27,"no",84,48.5,NA,NA,NA,NA,NA,NA,"NE"
"Gymnophthalmidae","Riama","Riama columbiana",4.99,"no",82.2,NA,"Diurnal",NA,NA,NA,NA,NA,"EN"
"Gymnophthalmidae","Riama","Riama inanis",9.56,"no",51.5,29.4,NA,NA,NA,NA,NA,NA,"DD"
"Gymnophthalmidae","Riama","Riama labionis",-0.42,"no",60,NA,NA,NA,NA,NA,NA,NA,"EN"
"Gymnophthalmidae","Riama","Riama meleagris",0.66,"no",80,NA,NA,NA,NA,NA,NA,NA,"NT"
"Gymnophthalmidae","Riama","Riama orcesi",-0.5,"no",63,22,NA,NA,NA,"Oviparous",2,NA,"NE"
"Gymnophthalmidae","Riama","Riama raneyi",-0.22,"no",82,NA,NA,NA,NA,"Oviparous",NA,NA,"NE"
"Gymnophthalmidae","Riama","Riama simotera",0.67,"no",79,NA,NA,NA,NA,NA,NA,NA,"EN"
"Gymnophthalmidae","Riama","Riama stigmatoral",-2.44,"no",79,NA,NA,NA,NA,NA,NA,NA,"VU"
"Gymnophthalmidae","Riama","Riama striata",4.87,"no",66.2,33,NA,NA,NA,"Oviparous",1,NA,"LC"
"Gymnophthalmidae","Riama","Riama unicolor",-0.05,"no",68,NA,"Cathemeral","Carnivorous",NA,NA,NA,NA,"NE"
"Gymnophthalmidae","Riama","Riama yumborum",0.12,"no",59.1,NA,NA,NA,NA,NA,NA,NA,"DD"
"Chamaeleonidae","Rieppeleon","Rieppeleon brachyurus",-11.25,"no",50,NA,"Diurnal","Carnivorous",NA,"Oviparous",14,NA,"LC"
"Chamaeleonidae","Rieppeleon","Rieppeleon brevicaudatus",-7.31,"no",75,NA,"Diurnal","Carnivorous",NA,"Oviparous",10,8,"LC"
"Chamaeleonidae","Rieppeleon","Rieppeleon kerstenii",2.99,"no",71,NA,"Diurnal","Carnivorous",NA,"Oviparous",10,7,"LC"
"Gymnophthalmidae","Riolama","Riolama inopinata",5.87,"no",42.8,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Gymnophthalmidae","Riolama","Riolama leucosticta",4.48,"no",53,NA,NA,NA,NA,NA,NA,NA,"LC"
"Gymnophthalmidae","Riolama","Riolama luridiventris",3.77,"no",58.9,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Gymnophthalmidae","Riolama","Riolama uzzelli",3.66,"no",57.6,NA,NA,NA,NA,NA,NA,NA,"LC"
"Scincidae","Ristella","Ristella beddomii",12.82,"no",40,NA,"Diurnal","Carnivorous",NA,"Oviparous",3,NA,"LC"
"Scincidae","Ristella","Ristella guentheri",9.77,"no",40,NA,"Diurnal","Carnivorous",NA,"Oviparous",NA,NA,"DD"
"Scincidae","Ristella","Ristella rurkii",10.06,"no",47,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"DD"
"Scincidae","Ristella","Ristella travancorica",9.23,"no",40,16,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"DD"
"Gymnophthalmidae","Rondonops","Rondonops biscutatus",-10.31,"no",66,26,"Diurnal",NA,NA,"Oviparous",1,NA,"NE"
"Gymnophthalmidae","Rondonops","Rondonops xanthomystax",-5.61,"no",67,27,"Diurnal",NA,NA,"Oviparous",1,NA,"NE"
"Agamidae","Saara","Saara asmussi",30.99,"no",269,NA,"Diurnal","Herbivorous",NA,NA,NA,NA,"NE"
"Agamidae","Saara","Saara hardwickii",27.6,"no",250,NA,"Diurnal","Herbivorous",NA,"Oviparous",20,NA,"NE"
"Agamidae","Saara","Saara loricata",31.58,"no",290,57,"Diurnal","Herbivorous",NA,"Oviparous",14,NA,"LC"
"Scincidae","Saiphos","Saiphos equalis",-30.82,"no",92,24,"Nocturnal","Carnivorous",NA,"Mixed",7,NA,"NE"
"Agamidae","Salea","Salea anamallayana",10.08,"no",111,NA,"Diurnal","Carnivorous",NA,"Oviparous",5,NA,"LC"
"Agamidae","Salea","Salea gularis",NA,"no",120.7,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Salea","Salea horsfieldii",10.46,"no",95,NA,"Diurnal","Carnivorous",NA,"Oviparous",4,NA,"LC"
"Carphodactylidae","Saltuarius","Saltuarius cornutus",-16.84,"no",160,49.2,"Nocturnal","Carnivorous","Sit and Wait","Oviparous",2,NA,"LC"
"Carphodactylidae","Saltuarius","Saltuarius eximius",-14.28,"no",120,NA,"Nocturnal","Carnivorous","Sit and Wait",NA,NA,NA,"NE"
"Carphodactylidae","Saltuarius","Saltuarius kateae",-29.18,"no",110,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Carphodactylidae","Saltuarius","Saltuarius moritzi",-31.3,"no",109.3,38.3,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Carphodactylidae","Saltuarius","Saltuarius salebrosus",-24.96,"no",144,49,"Nocturnal","Carnivorous",NA,"Oviparous",2,36,"NE"
"Carphodactylidae","Saltuarius","Saltuarius swaini",-28.35,"no",135,44.8,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Carphodactylidae","Saltuarius","Saltuarius wyberba",-28.65,"no",109,45,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Teiidae","Salvator","Salvator duseni",-16.52,"no",410,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Teiidae","Salvator","Salvator merianae",-17.58,"no",501,75,"Diurnal","Omnivorous","active foraging","Oviparous",66,36,"LC"
"Teiidae","Salvator","Salvator rufescens",-26.21,"no",614,82,"Diurnal","Omnivorous",NA,"Oviparous",35,24,"NE"
"Scincidae","Saproscincus","Saproscincus basiliscus",-17.74,"no",49.8,NA,"Diurnal",NA,NA,"Oviparous",2,NA,"NE"
"Scincidae","Saproscincus","Saproscincus challengeri",-28.4,"no",59,NA,"Diurnal","Carnivorous",NA,"Oviparous",4,NA,"NE"
"Scincidae","Saproscincus","Saproscincus czechurai",-17.19,"no",40,NA,"Diurnal",NA,NA,"Oviparous",2,NA,"LC"
"Scincidae","Saproscincus","Saproscincus eungellensis",-21.24,"no",67,38,"Diurnal",NA,NA,"Oviparous",6,NA,"NE"
"Scincidae","Saproscincus","Saproscincus hannahae",-21.09,"no",42.3,NA,"Diurnal",NA,NA,"Oviparous",NA,NA,"NE"
"Scincidae","Saproscincus","Saproscincus lewisi",-15.71,"no",43,NA,"Diurnal",NA,NA,"Oviparous",NA,NA,"NE"
"Scincidae","Saproscincus","Saproscincus mustelinus",-35.27,"no",64,20,"Diurnal","Carnivorous",NA,"Oviparous",9,NA,"NE"
"Scincidae","Saproscincus","Saproscincus oriarus",-30.63,"no",43,NA,"Nocturnal",NA,NA,"Oviparous",3,NA,"NE"
"Scincidae","Saproscincus","Saproscincus rosei",-29.13,"no",65,NA,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Scincidae","Saproscincus","Saproscincus saltus",-14.28,"no",42.9,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Scincidae","Saproscincus","Saproscincus spectabilis",-29.66,"no",60,NA,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Scincidae","Saproscincus","Saproscincus tetradactylus",-17.92,"no",33,NA,"Diurnal",NA,NA,"Oviparous",2,NA,"NE"
"Agamidae","Sarada","Sarada darwini",16.71,"no",63.4,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Sarada","Sarada deccanensis",19.31,"no",78,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Sarada","Sarada superba",17.56,"no",75.7,26.5,"Diurnal",NA,NA,"Oviparous",15,NA,"NE"
"Sphaerodactylidae","Saurodactylus","Saurodactylus brosseti",30.18,"no",31,NA,"Diurnal","Carnivorous","Sit and Wait","Oviparous",1,NA,"LC"
"Sphaerodactylidae","Saurodactylus","Saurodactylus fasciatus",33.56,"no",38,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"VU"
"Sphaerodactylidae","Saurodactylus","Saurodactylus mauritanicus",31.32,"no",34,NA,"Diurnal","Carnivorous","Sit and Wait","Oviparous",1,NA,"LC"
"Iguanidae","Sauromalus","Sauromalus ater",33.45,"no",230,52.5,"Diurnal","Herbivorous","Sit and Wait","Oviparous",16,24,"LC"
"Iguanidae","Sauromalus","Sauromalus hispidus",29.16,"yes",317,73,"Diurnal","Herbivorous",NA,"Oviparous",36,NA,"NT"
"Iguanidae","Sauromalus","Sauromalus klauberi",25.64,"yes",194,NA,"Diurnal","Herbivorous",NA,NA,NA,NA,"NE"
"Iguanidae","Sauromalus","Sauromalus slevini",25.93,"yes",248,NA,"Diurnal","Herbivorous",NA,"Oviparous",NA,NA,"NE"
"Iguanidae","Sauromalus","Sauromalus varius",28.44,"yes",338,75,"Diurnal","Herbivorous",NA,"Oviparous",36,NA,"NE"
"Lacertidae","Scelarcis","Scelarcis perspicillata",33.1,"no",60,24.4,"Diurnal","Carnivorous",NA,"Oviparous",5,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus acanthinus",15.19,"no",99,NA,"Diurnal",NA,NA,"Viviparous",6,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus adleri",17.61,"no",78.8,NA,"Diurnal","Carnivorous",NA,"Viviparous",11,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus aeneus",19.59,"no",62.8,23,"Diurnal","Omnivorous",NA,"Oviparous",12,15.3,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus albiventris",24.81,"no",102,NA,"Diurnal","Carnivorous",NA,"Oviparous",12,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus anahuacus",19.44,"no",54,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus angustus",25.41,"yes",101,NA,"Cathemeral","Omnivorous",NA,"Oviparous",7,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus arenicolus",32.63,"no",70,NA,"Diurnal","Carnivorous","Sit and Wait","Oviparous",6,9,"VU"
"Phrynosomatidae","Sceloporus","Sceloporus asper",20.09,"no",81,NA,"Diurnal",NA,NA,"Viviparous",NA,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus aurantius",21.73,"no",55,NA,"Diurnal",NA,NA,"Oviparous",NA,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus aureolus",17.34,"no",101.2,NA,NA,NA,NA,NA,8,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus becki",34,"yes",70,NA,"Diurnal",NA,NA,NA,8,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus bicanthalis",19.38,"no",62,NA,"Diurnal","Carnivorous",NA,"Mixed",9,6,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus bimaculosus",30.25,"no",140,35,"Diurnal","Carnivorous",NA,"Oviparous",19,21,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus brownorum",23.45,"no",61,NA,"Diurnal","Carnivorous",NA,"Oviparous",5,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus bulleri",21.87,"no",116,NA,"Diurnal",NA,NA,"Viviparous",8,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus caeruleus",25.76,"no",75,NA,"Diurnal",NA,NA,NA,8,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus carinatus",16.18,"no",80,NA,NA,NA,NA,"Oviparous",10,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus cautus",23.76,"no",89,NA,"Diurnal","Carnivorous","Sit and Wait","Oviparous",NA,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus chaneyi",23.71,"no",57,NA,"Diurnal",NA,NA,"Oviparous",5,NA,"EN"
"Phrynosomatidae","Sceloporus","Sceloporus chrysostictus",19.39,"no",62,21.8,"Diurnal","Carnivorous",NA,"Oviparous",4,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus clarkii",29.31,"no",144,30.5,"Diurnal","Omnivorous","Sit and Wait","Oviparous",28,22,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus consobrinus",30.47,"no",78.8,22,"Diurnal","Carnivorous","Sit and Wait","Oviparous",15,11,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus couchii",26.67,"no",64,NA,"Diurnal","Carnivorous",NA,"Oviparous",4,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus cowlesi",32.36,"no",80,23,"Diurnal","Carnivorous",NA,"Oviparous",12,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus cozumelae",21.03,"no",60,22.5,"Diurnal","Carnivorous","Sit and Wait","Oviparous",2,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus cryptus",17.34,"no",76.6,NA,"Diurnal",NA,NA,"Oviparous",12,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus cupreus",16.99,"no",52,NA,NA,NA,NA,NA,NA,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus cyanogenys",25.65,"no",148,28.8,"Diurnal","Carnivorous","Sit and Wait","Viviparous",20,28,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus cyanostictus",26.04,"no",80.4,NA,"Diurnal","Carnivorous",NA,"Viviparous",12,NA,"EN"
"Phrynosomatidae","Sceloporus","Sceloporus druckercolini",17.51,"no",97.5,NA,"Diurnal",NA,NA,"Viviparous",3,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus dugesii",21.05,"no",88,24.5,"Diurnal","Carnivorous",NA,"Viviparous",10,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus edbelli",28.72,"no",77,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus edwardtaylori",16.49,"no",107,NA,"Diurnal",NA,NA,"Oviparous",9,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus exsul",21.09,"no",65,NA,"Diurnal","Carnivorous",NA,"Oviparous",10,NA,"CR"
"Phrynosomatidae","Sceloporus","Sceloporus formosus",17.85,"no",88,28.9,"Diurnal",NA,"Sit and Wait","Viviparous",18,16.2,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus gadoviae",18.39,"no",76,24.5,"Diurnal","Carnivorous",NA,"Oviparous",5,8,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus gadsdeni",25.62,"no",81,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus goldmani",25.42,"no",60,NA,"Diurnal","Omnivorous",NA,"Viviparous",8,NA,"EN"
"Phrynosomatidae","Sceloporus","Sceloporus graciosus",40.72,"no",89,25,"Diurnal","Carnivorous","Sit and Wait","Oviparous",10,12,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus grammicus",23.6,"no",81,21,"Diurnal","Carnivorous","Sit and Wait","Viviparous",17,5,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus grandaevus",24.15,"yes",81,NA,"Diurnal","Omnivorous",NA,"Oviparous",7,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus halli",16.74,"no",47,NA,"Diurnal",NA,NA,NA,NA,NA,"DD"
"Phrynosomatidae","Sceloporus","Sceloporus heterolepis",19.95,"no",78,28,"Diurnal",NA,NA,"Viviparous",NA,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus horridus",21.35,"no",118,27.5,"Diurnal","Carnivorous",NA,"Oviparous",27,11.9,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus hunsakeri",23.69,"no",87,NA,"Cathemeral","Carnivorous",NA,"Oviparous",10,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus insignis",19.17,"no",99,NA,NA,NA,NA,"Viviparous",9,24,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus internasalis",16.47,"no",100,NA,"Diurnal",NA,NA,"Viviparous",6,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus jalapae",18.26,"no",62,23,"Diurnal","Carnivorous",NA,"Oviparous",8,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus jarrovii",26.15,"no",106,28.5,"Diurnal","Carnivorous","Sit and Wait","Viviparous",16,4,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus lemosespinali",28.39,"no",54,23,"Diurnal",NA,NA,"Viviparous",NA,NA,"DD"
"Phrynosomatidae","Sceloporus","Sceloporus licki",23.72,"no",94,NA,"Diurnal","Carnivorous",NA,"Oviparous",6,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus lineatulus",25.64,"yes",115,NA,NA,NA,NA,"Oviparous",10,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus lunae",15.3,"no",95,26.6,"Diurnal",NA,NA,"Viviparous",NA,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus lundelli",19.76,"no",100,NA,"Diurnal","Carnivorous","Sit and Wait","Viviparous",NA,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus macdougalli",16,"no",95.4,NA,"Diurnal","Carnivorous",NA,"Viviparous",5,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus maculosus",25.21,"no",50,NA,NA,NA,NA,"Oviparous",NA,NA,"VU"
"Phrynosomatidae","Sceloporus","Sceloporus magister",31.57,"no",142,32.5,"Diurnal","Carnivorous","Sit and Wait","Oviparous",19,21,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus malachiticus",13.52,"no",98.2,28,"Diurnal","Carnivorous","Sit and Wait","Viviparous",10,12,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus megalepidurus",19.18,"no",55,NA,"Diurnal","Carnivorous",NA,"Viviparous",6,NA,"VU"
"Phrynosomatidae","Sceloporus","Sceloporus melanorhinus",18.48,"no",105,34.2,"Diurnal","Carnivorous",NA,"Oviparous",20,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus merriami",28.74,"no",66,22,"Diurnal","Carnivorous","Sit and Wait","Oviparous",7,11,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus minor",23.36,"no",87,27.6,"Diurnal","Omnivorous","Sit and Wait","Oviparous",13,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus mucronatus",18.52,"no",114,27.5,"Diurnal","Omnivorous",NA,"Viviparous",13,25,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus nelsoni",24.18,"no",68.2,NA,"Diurnal","Carnivorous",NA,"Oviparous",8,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus oberon",24.95,"no",97.5,NA,"Diurnal",NA,NA,"Viviparous",NA,NA,"VU"
"Phrynosomatidae","Sceloporus","Sceloporus occidentalis",40.31,"no",99,24,"Diurnal","Carnivorous","Sit and Wait","Oviparous",17,18,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus ochoterenae",18.35,"no",62,22,"Diurnal",NA,NA,"Oviparous",9,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus olivaceus",28.8,"no",124,24.4,"Diurnal","Carnivorous","mixed","Oviparous",34,10,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus omiltemanus",17.48,"no",102,28.6,"Diurnal",NA,"Sit and Wait","Viviparous",8,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus orcutti",29.63,"no",117,32.5,"Diurnal","Carnivorous","Sit and Wait","Oviparous",15,36,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus ornatus",25.74,"no",98,NA,"Diurnal",NA,NA,"Viviparous",4,24,"NT"
"Phrynosomatidae","Sceloporus","Sceloporus palaciosi",19.15,"no",68,NA,"Diurnal",NA,NA,"Viviparous",NA,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus parvus",24.48,"no",51,20,"Diurnal","Carnivorous",NA,"Oviparous",6,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus poinsettii",28.04,"no",137,32,"Diurnal","Omnivorous","Sit and Wait","Viviparous",23,15,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus pyrocephalus",18.53,"no",75,26,"Diurnal","Carnivorous",NA,"Oviparous",10,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus salvini",17.56,"no",100,NA,"Diurnal",NA,NA,"Viviparous",6,NA,"DD"
"Phrynosomatidae","Sceloporus","Sceloporus samcolemani",25.31,"no",61,23,"Diurnal","Carnivorous",NA,"Oviparous",9,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus scalaris",22.48,"no",78,20,"Diurnal","Carnivorous","Sit and Wait","Mixed",15,7,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus serrifer",22.42,"no",113,NA,"Diurnal","Carnivorous","Sit and Wait","Viviparous",18,35.9,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus shannonorum",23.25,"no",78,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus siniferus",17.07,"no",71.2,26,"Diurnal","Omnivorous",NA,"Oviparous",9,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus slevini",28.38,"no",70,20,"Diurnal","Carnivorous",NA,"Oviparous",14,8,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus smaragdinus",14.92,"no",86,NA,"Diurnal",NA,NA,"Viviparous",6,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus smithi",16.35,"no",71,NA,"Diurnal",NA,NA,"Oviparous",4,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus spinosus",21.31,"no",126,26.7,"Diurnal","Carnivorous",NA,"Oviparous",31,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus squamosus",13.78,"no",59,17,"Diurnal","Carnivorous",NA,"Oviparous",6,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus stejnegeri",17.23,"no",94,NA,"Diurnal","Carnivorous",NA,"Viviparous",NA,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus subpictus",17.14,"no",69,NA,"Diurnal",NA,NA,"Mixed",14,NA,"DD"
"Phrynosomatidae","Sceloporus","Sceloporus sugillatus",19.08,"no",87,NA,"Diurnal",NA,NA,NA,8,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus taeniocnemis",15.92,"no",82,NA,"Diurnal",NA,NA,"Viviparous",6,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus tanneri",16.41,"no",86,NA,NA,NA,NA,"Viviparous",NA,NA,"DD"
"Phrynosomatidae","Sceloporus","Sceloporus teapensis",17.13,"no",70,NA,"Diurnal","Carnivorous",NA,"Oviparous",5,NA,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus torquatus",21.69,"no",141,28.2,"Diurnal","Omnivorous",NA,"Viviparous",17,19.1,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus tristichus",34.96,"no",95.2,24,"Diurnal","Carnivorous","Sit and Wait","Oviparous",12,11,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus undulatus",34.64,"no",91,24.5,"Diurnal","Carnivorous","Sit and Wait","Oviparous",17,9.5,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus unicanthalis",21.61,"no",65,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus uniformis",37.29,"no",140,29,"Diurnal","Carnivorous",NA,"Oviparous",10,NA,"NE"
"Phrynosomatidae","Sceloporus","Sceloporus utiformis",19.79,"no",84,28.5,"Diurnal","Carnivorous",NA,"Oviparous",11,9,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus variabilis",20.79,"no",77,25.3,"Diurnal","Carnivorous","Sit and Wait","Oviparous",7,4,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus virgatus",28.94,"no",71,21.5,"Diurnal","Carnivorous","Sit and Wait","Oviparous",18,10,"LC"
"Phrynosomatidae","Sceloporus","Sceloporus woodi",27.87,"no",65,21,"Diurnal","Carnivorous",NA,"Oviparous",8,10,"NT"
