"family","genus","species","latitude","insular_endemic","maximum_svl","hatchling_neonate_svl","activity_time","diet","foraging_mode","reproductive_mode","largest_clutch","age_first_breeding","iucn_redlist_assessment"
"Scincidae","Ablepharus","Ablepharus bivittatus",34.16,"no",61,18.5,"Diurnal","Carnivorous",NA,"Oviparous",5,NA,"LC"
"Scincidae","Ablepharus","Ablepharus budaki",36.44,"no",48,NA,"Diurnal","Carnivorous",NA,"Oviparous",5,NA,"LC"
"Scincidae","Ablepharus","Ablepharus chernovi",38.32,"no",54,NA,"Diurnal","Carnivorous",NA,"Oviparous",4,NA,"LC"
"Scincidae","Ablepharus","Ablepharus darvazi",38.96,"no",44,NA,"Diurnal",NA,NA,NA,NA,NA,"DD"
"Scincidae","Ablepharus","Ablepharus deserti",41.38,"no",58.8,17.5,"Diurnal","Carnivorous",NA,"Oviparous",8,10,"LC"
"Scincidae","Ablepharus","Ablepharus grayanus",27.09,"no",34.9,14.5,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Scincidae","Ablepharus","Ablepharus kitaibelii",41.11,"no",58,20,"Diurnal","Carnivorous",NA,"Oviparous",6,6,"LC"
"Scincidae","Ablepharus","Ablepharus lindbergi",34.28,"no",50,NA,"Diurnal",NA,NA,NA,5,NA,"LC"
"Scincidae","Ablepharus","Ablepharus pannonicus",33.16,"no",55,20,"Diurnal","Carnivorous",NA,"Oviparous",6,10,"NE"
"Scincidae","Ablepharus","Ablepharus rueppellii",31.39,"no",52,18.5,"Diurnal","Carnivorous",NA,"Oviparous",6,NA,"LC"
"Anguidae","Abronia","Abronia anzuetoi",14.44,"no",135,NA,"Diurnal",NA,NA,NA,NA,NA,"VU"
"Anguidae","Abronia","Abronia aurita",14.79,"no",125,33,"Diurnal",NA,NA,"Viviparous",12,NA,"EN"
"Anguidae","Abronia","Abronia bogerti",16.78,"no",94,NA,"Diurnal",NA,NA,NA,NA,NA,"DD"
"Anguidae","Abronia","Abronia campbelli",14.71,"no",127,NA,"Diurnal",NA,NA,"Viviparous",12,NA,"CR"
"Anguidae","Abronia","Abronia chiszari",18.38,"no",105,41,"Diurnal",NA,NA,NA,NA,NA,"EN"
"Anguidae","Abronia","Abronia cuetzpali",16.16,"no",115,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Anguidae","Abronia","Abronia deppii",19.01,"no",121,34.2,"Diurnal",NA,NA,"Viviparous",6,NA,"EN"
"Anguidae","Abronia","Abronia fimbriata",15.21,"no",130,32,"Diurnal",NA,NA,"Viviparous",4,NA,"EN"
"Anguidae","Abronia","Abronia frosti",15.93,"no",110,NA,"Diurnal",NA,NA,NA,NA,NA,"CR"
"Anguidae","Abronia","Abronia fuscolabialis",17.3,"no",118,37,NA,NA,NA,NA,NA,NA,"EN"
"Anguidae","Abronia","Abronia gaiophantasma",15.21,"no",110,NA,"Diurnal",NA,NA,NA,NA,NA,"EN"
"Anguidae","Abronia","Abronia graminea",18.76,"no",110.7,34,"Diurnal","Carnivorous",NA,"Viviparous",12,36,"EN"
"Anguidae","Abronia","Abronia leurolepis",16.45,"no",105,NA,NA,NA,NA,NA,NA,NA,"DD"
"Anguidae","Abronia","Abronia lythrochila",16.03,"no",120,NA,"Diurnal",NA,NA,"Viviparous",18,NA,"LC"
"Anguidae","Abronia","Abronia martindelcampoi",17.57,"no",115,NA,NA,NA,NA,"Viviparous",6,NA,"EN"
"Anguidae","Abronia","Abronia matudai",15.11,"no",110,NA,"Diurnal",NA,NA,NA,NA,NA,"EN"
"Anguidae","Abronia","Abronia meledona",14.54,"no",120,30.5,"Diurnal",NA,NA,"Viviparous",16,NA,"EN"
"Anguidae","Abronia","Abronia mitchelli",17.56,"no",105,NA,NA,NA,NA,NA,NA,NA,"DD"
"Anguidae","Abronia","Abronia mixteca",17.21,"no",148,NA,"Diurnal",NA,NA,"Viviparous",7,NA,"VU"
"Anguidae","Abronia","Abronia montecristoi",14.85,"no",93,NA,NA,NA,NA,NA,NA,NA,"EN"
"Anguidae","Abronia","Abronia oaxacae",16.8,"no",117,NA,"Diurnal",NA,NA,"Viviparous",1,NA,"VU"
"Anguidae","Abronia","Abronia ochoterenai",16.35,"no",113.5,30,"Diurnal",NA,NA,"Viviparous",13,NA,"DD"
"Anguidae","Abronia","Abronia ornelasi",16.68,"no",97,NA,"Diurnal",NA,NA,NA,NA,NA,"DD"
"Anguidae","Abronia","Abronia ramirezi",16.33,"no",93,NA,"Diurnal",NA,NA,NA,NA,NA,"DD"
"Anguidae","Abronia","Abronia reidi",18.56,"no",100,NA,"Diurnal",NA,NA,NA,NA,NA,"DD"
"Anguidae","Abronia","Abronia salvadorensis",14.17,"no",94,NA,"Diurnal",NA,NA,NA,NA,NA,"EN"
"Anguidae","Abronia","Abronia smithi",15.59,"no",110,NA,"Diurnal",NA,NA,"Viviparous",4,NA,"LC"
"Anguidae","Abronia","Abronia taeniata",21.72,"no",138,31,NA,"Carnivorous","active foraging","Viviparous",10,NA,"VU"
"Anguidae","Abronia","Abronia vasconcelosii",14.88,"no",120,NA,"Diurnal","Carnivorous",NA,"Viviparous",NA,NA,"VU"
"Agamidae","Acanthocercus","Acanthocercus adramitanus",16.2,"no",157,NA,"Diurnal",NA,NA,"Oviparous",12,NA,"LC"
"Agamidae","Acanthocercus","Acanthocercus annectans",9.11,"no",152,NA,"Diurnal","Carnivorous",NA,"Oviparous",NA,NA,"LC"
"Agamidae","Acanthocercus","Acanthocercus atricollis",-9.53,"no",171,34,"Diurnal","Carnivorous","Sit and Wait","Oviparous",17,NA,"LC"
"Agamidae","Acanthocercus","Acanthocercus branchi",-15.33,"no",155,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Acanthocercus","Acanthocercus cyanogaster",-0.37,"no",167,NA,"Diurnal","Carnivorous",NA,"Oviparous",13,12,"LC"
"Agamidae","Acanthocercus","Acanthocercus guentherpetersi",15.2,"no",102,NA,NA,NA,NA,NA,NA,NA,"NE"
"Agamidae","Acanthocercus","Acanthocercus phillipsii",10.32,"no",112,NA,NA,"Carnivorous",NA,NA,NA,NA,"NE"
"Agamidae","Acanthocercus","Acanthocercus yemensis",15.76,"no",136,NA,"Diurnal","Omnivorous","Sit and Wait",NA,NA,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus aegyptius",28.83,"no",52,NA,"Diurnal","Carnivorous",NA,"Oviparous",3,NA,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus ahmaddisii",31.5,"no",78.5,NA,"Diurnal",NA,NA,NA,NA,NA,"EN"
"Lacertidae","Acanthodactylus","Acanthodactylus arabicus",14.49,"no",77,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus aureus",23.68,"no",70.4,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus bedriagai",34.86,"no",77,28,"Diurnal",NA,NA,"Oviparous",7,NA,"NT"
"Lacertidae","Acanthodactylus","Acanthodactylus beershebensis",31.17,"no",90,25,"Diurnal","Carnivorous","active foraging","Oviparous",8,12,"CR"
"Lacertidae","Acanthodactylus","Acanthodactylus blanci",35.45,"no",95,NA,"Diurnal","Carnivorous",NA,NA,5,NA,"EN"
"Lacertidae","Acanthodactylus","Acanthodactylus blanfordii",28.67,"no",75,NA,"Diurnal","Carnivorous","mixed","Oviparous",6,12,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus boskianus",23.35,"no",95,26.5,"Diurnal","Carnivorous","active foraging","Oviparous",8,9,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus boueti",8.29,"no",63,38,NA,NA,NA,NA,NA,NA,"DD"
"Lacertidae","Acanthodactylus","Acanthodactylus busacki",27.55,"no",73.6,NA,"Diurnal",NA,NA,"Oviparous",NA,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus cantoris",28.15,"no",94,26,"Diurnal","Carnivorous","active foraging","Oviparous",10,12,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus dumerilii",26.76,"no",68,26,"Diurnal","Carnivorous",NA,"Oviparous",2,7,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus erythrurus",37.24,"no",84,29,"Diurnal","Carnivorous","mixed","Oviparous",8,10,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus felicis",14.99,"no",65,NA,"Diurnal","Carnivorous","mixed",NA,NA,NA,"VU"
"Lacertidae","Acanthodactylus","Acanthodactylus gongrorhynchatus",24.4,"no",65,NA,"Diurnal","Carnivorous","active foraging",NA,NA,NA,"DD"
"Lacertidae","Acanthodactylus","Acanthodactylus grandis",32.14,"no",103,NA,"Diurnal","Carnivorous","active foraging",NA,NA,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus guineensis",10.22,"no",60,24,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus haasi",26.15,"no",65,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus hardyi",29.37,"no",52,NA,"Diurnal",NA,NA,NA,3,NA,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus harranensis",36.56,"no",94.8,NA,"Diurnal",NA,NA,NA,NA,NA,"CR"
"Lacertidae","Acanthodactylus","Acanthodactylus khamirensis",26.95,"no",48.4,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus longipes",23.63,"no",65,23,"Diurnal","Carnivorous",NA,"Oviparous",3,NA,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus maculatus",32.67,"no",62,NA,"Diurnal","Carnivorous","active foraging","Oviparous",4,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus margaritae",30.28,"no",71,NA,"Diurnal",NA,NA,"Oviparous",NA,NA,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus masirae",18.43,"no",52,NA,"Diurnal","Carnivorous","mixed",NA,NA,NA,"DD"
"Lacertidae","Acanthodactylus","Acanthodactylus micropholis",27.99,"no",65,NA,"Diurnal","Carnivorous",NA,"Oviparous",4,NA,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus nilsoni",33.47,"no",74.5,NA,"Diurnal",NA,NA,NA,NA,NA,"DD"
"Lacertidae","Acanthodactylus","Acanthodactylus opheodurus",23.87,"no",62.2,NA,"Diurnal","Carnivorous","mixed","Oviparous",4,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus orientalis",34.5,"no",75,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus pardalis",31.05,"no",77,30,"Diurnal","Carnivorous","Sit and Wait","Oviparous",7,22,"VU"
"Lacertidae","Acanthodactylus","Acanthodactylus robustus",33.4,"no",77.2,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus savignyi",36,"no",75,NA,"Diurnal",NA,NA,"Oviparous",6,NA,"NT"
"Lacertidae","Acanthodactylus","Acanthodactylus schmidti",24.26,"no",105,34,"Diurnal","Omnivorous","mixed","Oviparous",4,12,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus schreiberi",35.05,"yes",93,35.8,"Diurnal","Carnivorous","active foraging","Oviparous",8,NA,"EN"
"Lacertidae","Acanthodactylus","Acanthodactylus scutellatus",23.81,"no",85,24.3,"Diurnal","Carnivorous","mixed","Oviparous",6,6,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus senegalensis",17.92,"no",60,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"NE"
"Lacertidae","Acanthodactylus","Acanthodactylus spinicauda",32.8,"no",56,NA,"Diurnal",NA,NA,"Oviparous",4,NA,"CR"
"Lacertidae","Acanthodactylus","Acanthodactylus taghitensis",24.3,"no",55,NA,"Diurnal",NA,NA,NA,NA,NA,"DD"
"Lacertidae","Acanthodactylus","Acanthodactylus tilburyi",26.89,"no",65,NA,"Diurnal","Carnivorous","active foraging",NA,NA,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus tristrami",32.97,"no",95,NA,"Diurnal","Carnivorous",NA,"Oviparous",4,NA,"LC"
"Lacertidae","Acanthodactylus","Acanthodactylus yemenicus",14.66,"no",55.5,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Agamidae","Acanthosaura","Acanthosaura armata",5.31,"no",140,30,"Diurnal","Carnivorous","Sit and Wait","Oviparous",21,NA,"NE"
"Agamidae","Acanthosaura","Acanthosaura bintangensis",4.86,"no",142,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Acanthosaura","Acanthosaura brachypoda",22.21,"no",117,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Acanthosaura","Acanthosaura capra",11.95,"no",140,NA,"Diurnal","Carnivorous",NA,"Oviparous",20,NA,"NE"
"Agamidae","Acanthosaura","Acanthosaura cardamomensis",11.9,"no",149.4,NA,"Cathemeral",NA,NA,"Oviparous",23,NA,"NE"
"Agamidae","Acanthosaura","Acanthosaura coronata",12.22,"no",90,NA,"Diurnal","Carnivorous",NA,"Oviparous",NA,NA,"NE"
"Agamidae","Acanthosaura","Acanthosaura crucigera",15.13,"no",155,NA,"Diurnal","Carnivorous",NA,"Oviparous",20,NA,"NE"
"Agamidae","Acanthosaura","Acanthosaura lepidogaster",20.2,"no",111,26,"Diurnal","Carnivorous",NA,"Oviparous",22,NA,"LC"
"Agamidae","Acanthosaura","Acanthosaura nataliae",15.04,"no",158,NA,"Diurnal","Omnivorous",NA,"Oviparous",16,NA,"NE"
"Agamidae","Acanthosaura","Acanthosaura phuketensis",8.25,"no",123.5,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"NE"
"Agamidae","Acanthosaura","Acanthosaura titiwangsaensis",3.92,"no",150.1,NA,"Diurnal",NA,"active foraging",NA,NA,NA,"NE"
"Scincidae","Acontias","Acontias aurantiacus",-24.68,"no",213,NA,NA,"Carnivorous",NA,"Viviparous",NA,NA,"NE"
"Scincidae","Acontias","Acontias bicolor",-18.43,"no",207,NA,NA,NA,NA,NA,NA,NA,"NE"
"Scincidae","Acontias","Acontias breviceps",-28.82,"no",199,NA,NA,"Carnivorous",NA,"Viviparous",3,NA,"LC"
"Scincidae","Acontias","Acontias cregoi",-23.36,"no",160,NA,NA,"Carnivorous",NA,"Viviparous",NA,NA,"LC"
"Scincidae","Acontias","Acontias gariepensis",-26.61,"no",140,65.3,"Nocturnal","Carnivorous","active foraging","Viviparous",1,32,"NE"
"Scincidae","Acontias","Acontias gracilicauda",-29.08,"no",260,NA,NA,NA,NA,"Viviparous",2,NA,"LC"
"Scincidae","Acontias","Acontias jappi",-14.9,"no",188,NA,NA,NA,NA,"Viviparous",4,NA,"NE"
"Scincidae","Acontias","Acontias kgalagadi",-23.3,"no",185,57,"Nocturnal","Carnivorous",NA,"Viviparous",3,32,"NE"
"Scincidae","Acontias","Acontias lineatus",-29.47,"no",150,NA,NA,"Carnivorous","active foraging","Viviparous",3,NA,"NE"
"Scincidae","Acontias","Acontias litoralis",-30.45,"no",125.9,NA,NA,"Carnivorous",NA,"Viviparous",2,NA,"LC"
"Scincidae","Acontias","Acontias meleagris",-33.26,"no",295,79,"Cathemeral","Carnivorous",NA,"Viviparous",4,NA,"LC"
"Scincidae","Acontias","Acontias namaquensis",-29.52,"no",201.5,NA,NA,NA,NA,"Viviparous",3,NA,"LC"
"Scincidae","Acontias","Acontias occidentalis",-21.86,"no",230,NA,NA,NA,NA,NA,NA,NA,"NE"
"Scincidae","Acontias","Acontias orientalis",-33.34,"no",206,NA,NA,NA,NA,NA,NA,NA,"LC"
"Scincidae","Acontias","Acontias percivali",-3.72,"no",257,NA,NA,"Carnivorous",NA,"Viviparous",3,NA,"LC"
"Scincidae","Acontias","Acontias plumbeus",-24.62,"no",500,NA,"Cathemeral","Carnivorous",NA,"Viviparous",14,NA,"LC"
"Scincidae","Acontias","Acontias poecilus",-30.83,"no",382,NA,NA,NA,NA,NA,NA,NA,"EN"
"Scincidae","Acontias","Acontias richardi",-23.01,"no",133.5,NA,NA,NA,NA,"Viviparous",2,NA,"NT"
"Scincidae","Acontias","Acontias rieppeli",-23.63,"no",185,NA,NA,NA,NA,"Viviparous",2,NA,"EN"
"Scincidae","Acontias","Acontias schmitzi",-15.95,"no",175.5,NA,NA,NA,NA,NA,NA,NA,"NE"
"Scincidae","Acontias","Acontias tristis",-29.55,"no",140,NA,NA,NA,NA,"Viviparous",NA,NA,"LC"
"Gymnophthalmidae","Acratosaura","Acratosaura mentalis",-12.34,"no",59,NA,"Diurnal",NA,"active foraging","Oviparous",2,NA,"NE"
"Gymnophthalmidae","Acratosaura","Acratosaura spinosa",-13.12,"no",53,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gymnophthalmidae","Adercosaurus","Adercosaurus vixadnexus",5.77,"no",55,NA,NA,NA,NA,NA,NA,NA,"LC"
"Lacertidae","Adolfus","Adolfus africanus",-0.71,"no",67,26,"Diurnal","Carnivorous","active foraging","Oviparous",NA,NA,"NE"
"Lacertidae","Adolfus","Adolfus alleni",0.42,"no",70,NA,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"NT"
"Lacertidae","Adolfus","Adolfus jacksoni",-0.47,"no",90,25,"Diurnal","Carnivorous","active foraging","Oviparous",5,NA,"NE"
"Lacertidae","Adolfus","Adolfus masavaensis",0.8,"no",55.5,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"NT"
"Eublepharidae","Aeluroscalabotes","Aeluroscalabotes felinus",2.79,"no",122,47,"Nocturnal","Carnivorous","Sit and Wait","Oviparous",2,12,"NE"
"Gekkonidae","Afroedura","Afroedura africana",-24.25,"no",64,NA,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Afroedura","Afroedura amatolica",-32.72,"no",60,NA,NA,NA,NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Afroedura","Afroedura bogerti",-14.75,"no",50,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Afroedura","Afroedura broadleyi",-22.99,"no",56,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Afroedura","Afroedura gorongosa",-18.53,"no",61.2,NA,NA,NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Afroedura","Afroedura granitica",-24.07,"no",58,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Afroedura","Afroedura haackei",-25.45,"no",52,NA,NA,NA,NA,NA,NA,NA,"LC"
"Gekkonidae","Afroedura","Afroedura halli",-30.59,"no",64.2,22.5,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Afroedura","Afroedura hawequensis",-33.7,"no",83,NA,"Diurnal",NA,NA,"Oviparous",2,NA,"NT"
"Gekkonidae","Afroedura","Afroedura karroica",-32.04,"no",64,22.5,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Afroedura","Afroedura langi",-24.2,"no",46,NA,NA,NA,NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Afroedura","Afroedura leoloensis",-24.74,"no",40.5,NA,NA,NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Afroedura","Afroedura loveridgei",-16.78,"no",59,NA,NA,"Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Afroedura","Afroedura major",-26.28,"no",76,NA,"Diurnal",NA,NA,"Oviparous",2,NA,"NT"
"Gekkonidae","Afroedura","Afroedura maripi",-24.17,"no",63,NA,NA,NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Afroedura","Afroedura marleyi",-26.97,"no",36,NA,NA,NA,NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Afroedura","Afroedura multiporis",-24.92,"no",67,NA,NA,NA,NA,NA,NA,NA,"VU"
"Gekkonidae","Afroedura","Afroedura namaquensis",-29.63,"no",56,NA,NA,NA,NA,NA,NA,NA,"LC"
"Gekkonidae","Afroedura","Afroedura nivaria",-29.02,"no",66,NA,NA,"Carnivorous",NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Afroedura","Afroedura pienaari",-22.82,"no",53,NA,"Nocturnal",NA,NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Afroedura","Afroedura pondolia",-29.55,"no",58,NA,"Diurnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Gekkonidae","Afroedura","Afroedura pongola",-27.38,"no",40,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Afroedura","Afroedura rondavelica",-24.57,"no",55,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Afroedura","Afroedura rupestris",-24.41,"no",62,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Afroedura","Afroedura tembulica",-31.94,"no",57,NA,NA,NA,NA,NA,NA,NA,"LC"
"Gekkonidae","Afroedura","Afroedura tirasensis",-25.76,"no",55,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Afroedura","Afroedura transvaalica",-19.66,"no",73,26.5,NA,"Carnivorous",NA,"Oviparous",2,NA,"NE"
"Gekkonidae","Afroedura","Afroedura waterbergensis",-23.85,"no",46,NA,NA,NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Afrogecko","Afrogecko ansorgii",-14.95,"no",45,NA,"Nocturnal",NA,NA,NA,NA,NA,"NE"
"Gekkonidae","Afrogecko","Afrogecko porphyreus",-33.25,"no",51,NA,"Nocturnal","Carnivorous",NA,"Oviparous",2,NA,"LC"
"Agamidae","Agama","Agama aculeata",-18.89,"no",118,27,"Diurnal","Omnivorous","Sit and Wait","Oviparous",18,NA,"NE"
"Agamidae","Agama","Agama africana",7.95,"no",120,NA,"Diurnal",NA,NA,NA,8,16,"LC"
"Agamidae","Agama","Agama agama",6.77,"no",150,31,"Diurnal","Omnivorous","Sit and Wait","Oviparous",24,12,"NE"
"Agamidae","Agama","Agama anchietae",-23.9,"no",140,NA,"Diurnal","Carnivorous",NA,"Oviparous",12,NA,"NE"
"Agamidae","Agama","Agama armata",-13.48,"no",94,NA,"Diurnal","Omnivorous",NA,"Oviparous",20,NA,"NE"
"Agamidae","Agama","Agama atra",-29.38,"no",140,26,"Diurnal","Omnivorous","Sit and Wait","Oviparous",18,NA,"LC"
"Agamidae","Agama","Agama bocourti",13.32,"no",80,NA,NA,NA,NA,NA,NA,NA,"DD"
"Agamidae","Agama","Agama boensis",12.39,"no",81,NA,"Diurnal",NA,NA,NA,8,16,"LC"
"Agamidae","Agama","Agama bottegi",2.31,"no",120,NA,NA,NA,NA,NA,NA,NA,"NE"
"Agamidae","Agama","Agama boueti",16.73,"no",110,29.5,"Diurnal","Omnivorous",NA,"Oviparous",12,NA,"LC"
"Agamidae","Agama","Agama boulengeri",17.59,"no",140,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Agamidae","Agama","Agama caudospinosa",-0.06,"no",165,43,"Diurnal","Carnivorous",NA,"Oviparous",8,16,"LC"
"Agamidae","Agama","Agama cristata",12.07,"no",130,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Agamidae","Agama","Agama doriae",9.44,"no",115,NA,"Diurnal",NA,NA,NA,8,16,"NE"
"Agamidae","Agama","Agama etoshae",-18.61,"no",85,NA,"Diurnal","Carnivorous",NA,"Oviparous",12,NA,"NE"
"Agamidae","Agama","Agama finchi",5.16,"no",118.2,25,"Diurnal",NA,NA,"Oviparous",NA,NA,"NE"
"Agamidae","Agama","Agama gracilimembris",9.75,"no",57.6,26.7,"Diurnal",NA,NA,"Oviparous",NA,NA,"NE"
"Agamidae","Agama","Agama hartmanni",15.7,"no",92,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"NE"
"Agamidae","Agama","Agama hispida",-29.84,"no",134,29,"Diurnal","Carnivorous","Sit and Wait","Oviparous",20,NA,"LC"
"Agamidae","Agama","Agama hulbertorum",-1.58,"no",84.9,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Agama","Agama impalearis",28.65,"no",134,27.8,"Diurnal","Carnivorous","Sit and Wait","Oviparous",23,12,"LC"
"Agamidae","Agama","Agama insularis",10.36,"no",123,NA,NA,NA,NA,NA,NA,NA,"LC"
"Agamidae","Agama","Agama kaimosae",-1.68,"no",144,NA,"Diurnal",NA,NA,"Oviparous",8,16,"LC"
"Agamidae","Agama","Agama kirkii",-17.17,"no",115,36,"Diurnal","Carnivorous","Sit and Wait","Oviparous",10,NA,"NE"
"Agamidae","Agama","Agama knobeli",-27.35,"no",140,NA,"Diurnal","Carnivorous",NA,"Oviparous",18,NA,"NE"
"Agamidae","Agama","Agama lanzai",10.91,"no",102.5,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Agama","Agama lebretoni",4.02,"no",142,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Agama","Agama lionotus",-2.38,"no",145,28.5,"Diurnal","Omnivorous",NA,"Oviparous",12,16,"NE"
"Agamidae","Agama","Agama lucyae",7.27,"no",58.5,25,NA,NA,NA,"Oviparous",5,NA,"NE"
"Agamidae","Agama","Agama montana",-6.16,"no",94,NA,"Diurnal","Carnivorous",NA,"Oviparous",10,NA,"VU"
"Agamidae","Agama","Agama mossambica",-13.39,"no",120,30,"Diurnal","Carnivorous",NA,"Oviparous",14,NA,"NE"
"Agamidae","Agama","Agama mucosoensis",-9.34,"no",126,NA,NA,NA,NA,NA,NA,NA,"NE"
"Agamidae","Agama","Agama mwanzae",-3.29,"no",160,32,"Diurnal","Omnivorous",NA,"Oviparous",8,16,"LC"
"Agamidae","Agama","Agama parafricana",8.27,"no",101,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Agamidae","Agama","Agama paragama",8.97,"no",110,NA,"Diurnal","Carnivorous",NA,NA,NA,NA,"NE"
"Agamidae","Agama","Agama persimilis",5.27,"no",64,NA,"Diurnal","Carnivorous",NA,"Oviparous",NA,NA,"NE"
"Agamidae","Agama","Agama planiceps",-18.61,"no",148,NA,"Diurnal","Omnivorous","Sit and Wait","Oviparous",13,16,"NE"
"Agamidae","Agama","Agama robecchii",8.54,"no",137,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Agama","Agama rueppelli",4.33,"no",95,20,"Diurnal","Carnivorous","Sit and Wait","Oviparous",NA,NA,"NE"
"Agamidae","Agama","Agama sankaranica",10.42,"no",85,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Agama","Agama somalica",10.8,"no",102.8,NA,"Diurnal",NA,NA,NA,NA,NA,"NE"
"Agamidae","Agama","Agama spinosa",13.88,"no",126,NA,"Diurnal","Omnivorous",NA,NA,8,16,"LC"
"Agamidae","Agama","Agama sylvana",5.16,"no",105,33.6,"Diurnal","Carnivorous",NA,"Oviparous",6,NA,"NE"
"Agamidae","Agama","Agama tassiliensis",21.86,"no",134,NA,"Diurnal",NA,NA,NA,NA,NA,"LC"
"Agamidae","Agama","Agama turuensis",-4.6,"no",140,NA,NA,NA,NA,NA,8,16,"LC"
"Agamidae","Agama","Agama weidholzi",12.62,"no",65,NA,"Diurnal",NA,NA,"Oviparous",10,NA,"LC"
"Trogonophiidae","Agamodon","Agamodon anguliceps",1.9,"no",200,NA,NA,NA,NA,NA,NA,NA,"NE"
"Trogonophiidae","Agamodon","Agamodon arabicus",13.38,"no",150,NA,NA,NA,NA,NA,NA,NA,"DD"
"Trogonophiidae","Agamodon","Agamodon compressus",3,"no",103,NA,NA,NA,NA,NA,NA,NA,"NE"
